rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,disaster_type
42.3,29.7,82.4,0.9,Normal
63.6,34.1,95.6,45.6,Landslide
19.2,24.7,100.0,25.1,Landslide
74.6,25.3,87.8,90.0,Cyclone
107.3,24.4,70.4,43.2,Flood
11.5,30.0,66.7,83.2,Cyclone
108.4,29.3,78.6,73.1,Flood
32.3,27.1,95.1,25.1,Landslide
178.8,24.9,76.5,59.2,Landslide
100.5,23.9,76.8,25.1,Flood
88.5,28.8,70.8,97.4,Cyclone
51.2,27.1,65.1,27.0,Normal
276.7,26.3,67.6,47.5,Flood
39.8,35.2,72.0,109.5,Cyclone
23.5,28.7,95.8,49.0,Normal
33.3,34.1,66.4,23.0,Normal
121.0,26.9,70.8,10.3,Flood
62.7,30.0,57.0,7.8,Normal
55.8,28.8,80.7,45.4,Landslide
40.3,22.2,90.5,30.8,Landslide
53.6,34.7,94.4,11.8,Landslide
38.0,28.5,73.1,54.9,Normal
94.5,32.0,78.6,54.3,Landslide
47.5,26.0,67.7,30.4,Normal
33.8,28.3,77.9,85.6,Cyclone
114.0,25.5,74.7,6.3,Flood
24.3,33.9,70.9,23.8,Normal
63.4,30.2,72.1,48.8,Normal
7.5,30.5,76.8,13.1,Normal
15.6,34.4,65.6,58.6,Normal
43.4,33.6,66.4,70.7,Normal
37.4,32.1,95.6,1.7,Landslide
37.3,23.3,100.0,87.5,Cyclone
101.1,26.2,51.9,46.8,Flood
105.3,25.0,51.1,21.5,Flood
72.9,31.9,55.6,8.5,Normal
23.0,29.7,68.5,64.1,Normal
53.2,23.4,83.4,11.2,Normal
195.7,28.2,78.9,46.7,Landslide
259.2,23.0,72.6,11.6,Flood
114.8,28.8,77.9,32.7,Landslide
23.9,22.4,59.6,62.1,Normal
53.6,31.1,66.3,21.8,Normal
69.4,30.5,69.7,87.2,Cyclone
61.8,36.6,46.2,49.6,Normal
123.2,32.4,52.6,13.1,Flood
98.0,27.3,53.2,9.2,Flood
22.7,32.3,81.5,16.7,Landslide
34.5,23.4,73.7,31.5,Normal
114.5,25.2,79.2,92.7,Landslide
149.8,30.3,42.4,104.5,Cyclone
70.0,20.4,47.7,21.1,Normal
162.4,28.9,79.9,20.5,Landslide
64.2,24.9,28.3,55.6,Normal
26.7,29.4,88.4,55.3,Normal
91.9,24.7,42.7,78.0,Cyclone
334.5,30.7,82.7,79.4,Flood
18.0,29.1,56.7,15.7,Normal
158.3,34.6,85.7,7.4,Landslide
88.2,29.0,100.0,50.2,Landslide
32.8,25.9,35.9,38.5,Normal
7.8,28.0,80.4,3.8,Normal
4.3,23.6,42.9,7.2,Normal
37.3,30.6,76.4,48.4,Normal
78.1,31.4,66.9,29.4,Normal
108.8,38.9,71.9,49.2,Flood
126.6,26.5,56.3,12.3,Normal
73.1,27.9,81.7,51.8,Normal
65.0,26.7,48.3,42.1,Normal
44.6,29.8,88.6,54.5,Landslide
79.5,30.5,63.9,22.4,Normal
33.2,28.8,49.0,18.5,Normal
19.0,33.3,93.9,8.5,Normal
62.0,26.5,69.0,25.5,Landslide
103.0,32.9,98.6,68.6,Flood
15.1,31.2,88.3,81.8,Cyclone
37.3,29.0,58.0,11.3,Normal
60.2,27.7,68.7,31.5,Landslide
59.2,38.7,71.8,93.6,Cyclone
86.5,25.7,92.9,102.1,Cyclone
192.0,30.2,76.6,24.7,Flood
4.4,26.0,72.6,72.8,Normal
197.7,36.1,67.0,64.5,Flood
186.3,32.5,69.2,60.9,Landslide
110.0,26.3,89.6,6.1,Flood
69.1,31.1,70.1,20.0,Normal
33.8,30.0,64.1,28.9,Normal
109.1,26.9,61.5,28.2,Landslide
71.8,32.0,61.7,31.2,Normal
45.4,30.6,49.0,109.6,Cyclone
107.1,29.9,58.7,25.4,Landslide
120.3,28.8,92.5,43.5,Flood
149.0,30.7,66.9,42.4,Landslide
30.6,29.9,80.6,31.5,Normal
136.2,29.2,32.8,12.0,Flood
46.1,26.4,78.5,34.9,Normal
69.2,35.8,67.6,3.7,Normal
79.6,24.8,62.8,46.7,Landslide
128.7,30.7,72.7,2.9,Flood
99.5,27.7,62.6,43.7,Landslide
44.7,36.0,38.1,19.1,Normal
5.3,25.4,83.8,13.7,Normal
85.8,26.1,73.6,56.2,Flood
67.1,25.1,65.3,23.0,Landslide
17.7,30.3,55.5,33.5,Normal
73.2,23.5,48.0,6.4,Normal
59.6,27.1,73.4,85.9,Cyclone
148.0,20.4,94.2,36.1,Landslide
206.7,30.0,73.0,36.0,Flood
118.2,27.0,49.3,47.5,Normal
57.0,23.0,73.4,1.4,Normal
63.9,33.3,69.2,91.8,Cyclone
29.6,23.8,83.0,24.6,Normal
34.9,32.2,79.1,88.1,Cyclone
54.4,26.2,25.2,23.9,Normal
49.9,35.4,78.2,19.6,Landslide
16.7,32.0,54.9,45.1,Normal
149.1,25.0,48.7,124.2,Cyclone
163.3,25.3,67.2,72.8,Flood
145.9,31.4,76.2,48.8,Flood
167.1,28.0,45.4,44.6,Flood
246.7,28.3,80.6,34.6,Flood
30.1,34.1,81.5,85.5,Cyclone
239.8,26.0,70.7,57.2,Flood
44.5,29.4,57.0,8.3,Normal
95.3,32.8,55.3,13.7,Normal
12.6,32.2,85.4,50.0,Normal
39.8,28.4,47.3,11.5,Normal
120.6,27.8,86.0,35.9,Flood
98.5,22.0,67.5,60.6,Landslide
43.8,24.8,68.6,45.4,Normal
63.9,30.3,44.4,9.8,Normal
36.3,28.4,67.8,14.5,Normal
120.3,29.3,79.2,46.4,Landslide
155.9,33.2,50.0,115.3,Cyclone
30.2,24.3,77.5,30.3,Normal
58.9,28.1,71.3,62.1,Normal
